label,em,f1,bleu
"(0, 3]",30.952380952380953,44.87175279468513,
"(3, 10]",17.5,48.63274691337902,14.716124367231496
"(10, 17]",8.333333333333334,46.31629138571617,31.51064221186078
"(17, 25]",14.705882352941176,34.65657668483478,27.275456446232262
"(25, 35]",19.047619047619047,44.600296539404,38.715947021818145
"(35, 50]",11.764705882352942,34.854549503806254,18.74422340133352
"(50, 100]",7.6923076923076925,35.758804289960466,14.035343903932898
