label,em,f1,bleu
"(0, 3]",57.142857142857146,74.74506974506976,
"(3, 10]",55.0,76.12948162948162,66.99787799364479
"(10, 17]",27.77777777777778,79.4380145357805,73.477974728331
"(17, 25]",38.23529411764706,63.713289163888206,57.474734972777554
"(25, 35]",47.61904761904762,82.16846200723474,74.15406179099733
"(35, 50]",11.764705882352942,37.76177776690658,17.255297997257646
"(50, 100]",7.6923076923076925,50.54871972553403,26.015816916383866
