label,em,f1,bleu
"(0, 3]",64.28571428571429,82.02380952380952,
"(3, 10]",47.5,80.26156740862623,62.78073301344761
"(10, 17]",33.333333333333336,79.69787810644029,75.33695910388491
"(17, 25]",44.11764705882353,70.24654103026717,61.33641334949078
"(25, 35]",42.857142857142854,76.53775247210521,70.53055713486826
"(35, 50]",17.647058823529413,58.05117287949978,40.6731585835064
"(50, 100]",15.384615384615385,66.93576909272745,50.505407274016655
